1,20150622,125628,3,2690,?,40,40,40,40,40
1,20150622,125640,3,2506,?,40,40,40,40,40
1,20150622,132704,3,1337,?,40,40,40,40,40
1,20150622,132714,3,1337,?,40,40,40,40,40
1,20150622,133548,3,3218,?,40,40,40,40,40
1,20150622,133600,3,3168,?,40,40,40,40,40
1,20150622,133740,3,3173,?,40,40,40,40,40
1,20150622,133748,3,3166,?,40,40,40,40,40
1,20150622,133838,3,3172,?,40,40,40,40,40
1,20150622,133850,3,3169,?,40,40,40,40,40
1,20150622,133900,3,3215,?,40,40,40,40,40
1,20150622,133936,3,2647,?,40,40,40,40,40
1,20150622,133944,3,2642,?,40,40,40,40,40
1,20150622,133952,3,2873,?,40,40,40,40,40
1,20150622,133958,3,2973,?,40,40,40,40,40
1,20150622,134006,3,3065,?,40,40,40,40,40
1,20150622,134010,3,1869,?,40,40,40,40,40
1,20150622,134016,3,2764,?,40,40,40,40,40
1,20150622,134028,3,2507,?,40,40,40,40,40
1,20150622,134054,3,4003,?,40,40,40,40,40
1,20150622,134100,3,2897,?,40,40,40,40,40
1,20150622,134136,3,3192,?,40,40,40,40,40
1,20150622,134150,3,3190,?,40,40,40,40,40
1,20150622,134200,3,2448,?,40,40,40,40,40
1,20150622,134204,3,2640,?,40,40,40,40,40
1,20150622,134220,3,2735,?,40,40,40,40,40
1,20150622,134234,3,2870,?,40,40,40,40,40
1,20150622,134242,3,2957,?,40,40,40,40,40
1,20150622,134250,3,2933,?,40,40,40,40,40
1,20150622,134326,3,2248,?,40,40,40,40,40
1,20150622,134332,3,3092,?,40,40,40,40,40
1,20150622,134344,3,3209,?,40,40,40,40,40
1,20150622,134354,3,1944,?,40,40,40,40,40
1,20150622,134454,3,2110,?,40,40,40,40,40
1,20150622,134500,3,3124,?,40,40,40,40,40
1,20150622,134508,3,2387,?,40,40,40,40,40
1,20150622,134528,3,2775,?,40,40,40,40,40
1,20150622,134534,3,3170,?,40,40,40,40,40
1,20150622,134540,3,3148,?,40,40,40,40,40
1,20150622,134544,3,1442,?,40,40,40,40,40
1,20150622,134550,3,1812,?,40,40,40,40,40
1,20150622,134610,3,2926,?,40,40,40,40,40
1,20150622,134616,3,2453,?,40,40,40,40,40
1,20150622,134624,3,3081,?,40,40,40,40,40
1,20150622,134630,3,3189,?,40,40,40,40,40
1,20150622,134646,3,3134,?,40,40,40,40,40
1,20150622,134652,3,2895,?,40,40,40,40,40
1,20150622,134658,3,3177,?,40,40,40,40,40
1,20150622,134726,3,3213,?,40,40,40,40,40
1,20150622,134734,3,2943,?,40,40,40,40,40
1,20150622,134740,3,3171,?,40,40,40,40,40
1,20150622,134748,3,1379,?,40,40,40,40,40
1,20150622,134754,3,3193,?,40,40,40,40,40
1,20150622,134802,3,2967,?,40,40,40,40,40
1,20150622,134806,3,2720,?,40,40,40,40,40
1,20150622,134814,3,3216,?,40,40,40,40,40
1,20150622,134822,3,2343,?,40,40,40,40,40
1,20150622,134830,3,3046,?,40,40,40,40,40
1,20150622,134838,3,3042,?,40,40,40,40,40
1,20150622,134844,3,2730,?,40,40,40,40,40
1,20150622,134848,3,3040,?,40,40,40,40,40
1,20150622,134852,3,2725,?,40,40,40,40,40
1,20150622,134858,3,3090,?,40,40,40,40,40
1,20150622,134902,3,1947,?,40,40,40,40,40
1,20150622,134906,3,3212,?,40,40,40,40,40
1,20150622,134914,3,3151,?,40,40,40,40,40
1,20150622,134928,3,2368,?,40,40,40,40,40
1,20150622,135014,3,2434,?,40,40,40,40,40
1,20150622,135020,3,2217,?,40,40,40,40,40
1,20150622,135032,3,1911,?,40,40,40,40,40
1,20150622,135048,3,2337,?,40,40,40,40,40
1,20150622,135058,3,2210,?,40,40,40,40,40
1,20150622,135208,3,1852,?,40,40,40,40,40
1,20150622,135224,3,1872,?,40,40,40,40,40
1,20150622,135402,3,2724,?,40,40,40,40,40
1,20150622,135408,3,3199,?,40,40,40,40,40
1,20150622,135414,3,1494,?,40,40,40,40,40
1,20150622,135420,3,1881,?,40,40,40,40,40
1,20150622,135436,3,3094,?,40,40,40,40,40
1,20150622,135516,3,3082,?,40,40,40,40,40
1,20150622,135534,3,2849,?,40,40,40,40,40
1,20150622,135546,3,2971,?,40,40,40,40,40
1,20150622,135552,3,2280,?,40,40,40,40,40
1,20150622,135600,3,3048,?,40,40,40,40,40
1,20150622,135614,3,2705,?,40,40,40,40,40
1,20150622,135626,3,2225,?,40,40,40,40,40
1,20150622,135632,3,2887,?,40,40,40,40,40
1,20150622,135714,3,1349,?,40,40,40,40,40
1,20150622,135720,3,1182,?,40,40,40,40,40
1,20150622,135732,3,2628,?,40,40,40,40,40
1,20150622,135748,3,2024,?,40,40,40,40,40
1,20150622,135800,3,2754,?,40,40,40,40,40
1,20150622,135808,3,1774,?,40,40,40,40,40
1,20150622,135816,3,1711,?,40,40,40,40,40
1,20150622,135822,3,3133,?,40,40,40,40,40
1,20150622,135836,3,2691,?,40,40,40,40,40
1,20150622,135914,3,3111,?,40,40,40,40,40
1,20150622,135930,3,2970,?,40,40,40,40,40
1,20150622,135940,3,2965,?,40,40,40,40,40
1,20150622,135946,3,3108,?,40,40,40,40,40
1,20150622,135954,3,1455,?,40,40,40,40,40
1,20150622,140012,3,1334,?,40,40,40,40,40
1,20150622,140028,3,2727,?,40,40,40,40,40
1,20150622,140056,3,2969,?,40,40,40,40,40
1,20150622,140122,3,2412,?,40,40,40,40,40
1,20150622,140128,3,2655,?,40,40,40,40,40
1,20150622,140134,3,4000,?,40,40,40,40,40
1,20150622,140146,3,2621,?,40,40,40,40,40
1,20150622,140152,3,2794,?,40,40,40,40,40
1,20150622,140222,3,3206,?,40,40,40,40,40
1,20150622,140226,3,2624,?,40,40,40,40,40
1,20150622,140234,3,2274,?,40,40,40,40,40
1,20150622,140240,3,3178,?,40,40,40,40,40
1,20150622,140246,3,2250,?,40,40,40,40,40
1,20150622,140252,3,3207,?,40,40,40,40,40
1,20150622,140258,3,3104,?,40,40,40,40,40
1,20150622,140304,3,3146,?,40,40,40,40,40
1,20150622,140310,3,3068,?,40,40,40,40,40
1,20150622,140316,3,3197,?,40,40,40,40,40
1,20150622,140322,3,2676,?,40,40,40,40,40
1,20150622,140328,3,3123,?,40,40,40,40,40
1,20150622,140336,3,3020,?,40,40,40,40,40
1,20150622,140340,3,2996,?,40,40,40,40,40
1,20150622,140346,3,1483,?,40,40,40,40,40
1,20150622,140352,3,3186,?,40,40,40,40,40
1,20150622,140402,3,2349,?,40,40,40,40,40
1,20150622,140410,3,3185,?,40,40,40,40,40
1,20150622,140416,3,3149,?,40,40,40,40,40
1,20150622,140444,3,1912,?,40,40,40,40,40
1,20150622,140458,3,3181,?,40,40,40,40,40
1,20150622,140506,3,2942,?,40,40,40,40,40
1,20150622,140512,3,2977,?,40,40,40,40,40
1,20150622,140516,3,3117,?,40,40,40,40,40
1,20150622,140524,3,3147,?,40,40,40,40,40
1,20150622,140532,3,3208,?,40,40,40,40,40
1,20150622,140538,3,3119,?,40,40,40,40,40
1,20150622,140546,3,2815,?,40,40,40,40,40
1,20150622,140602,3,3175,?,40,40,40,40,40
1,20150622,140616,3,3179,?,40,40,40,40,40
1,20150622,140620,3,3179,?,40,40,40,40,40
1,20150622,140636,3,3109,?,40,40,40,40,40
1,20150622,140656,3,3102,?,40,40,40,40,40
1,20150622,140716,3,1627,?,40,40,40,40,40
1,20150622,140732,3,3103,?,40,40,40,40,40
1,20150622,140744,3,2812,?,40,40,40,40,40
1,20150622,140808,3,3038,?,40,40,40,40,40
1,20150622,140814,3,2473,?,40,40,40,40,40
1,20150622,140824,3,3039,?,40,40,40,40,40
1,20150622,140838,3,3220,?,40,40,40,40,40
1,20150622,140914,3,2459,?,40,40,40,40,40
1,20150622,140920,3,3182,?,40,40,40,40,40
1,20150622,141146,3,2723,?,40,40,40,40,40
1,20150622,141200,3,3202,?,40,40,40,40,40
1,20150622,141316,3,2806,?,40,40,40,40,40
1,20150622,141502,3,2894,?,40,40,40,40,40
1,20150622,141626,3,2711,?,40,40,40,40,40
1,20150622,142126,3,2646,?,40,40,40,40,40
1,20150622,142822,3,1153,?,40,40,40,40,40
1,20150622,144208,3,2746,?,40,40,40,40,40
1,20150622,150040,3,1090,?,40,40,40,40,40
1,20150622,150046,3,1090,?,40,40,40,40,40
1,20150622,150110,3,1152,?,40,40,40,40,40
1,20150622,150114,3,1152,?,40,40,40,40,40
1,20150622,150122,3,1041,?,40,40,40,40,40
1,20150622,150530,3,1960,?,40,40,40,40,40
1,20150622,172958,3,1671,?,40,40,40,40,40
1,20150622,180012,3,1740,?,40,40,40,40,40
1,20150622,211802,3,2338,?,40,40,40,40,40
1,20150622,213236,3,1694,?,40,40,40,40,40
1,20150622,213654,3,2502,?,40,40,40,40,40
1,20150622,213742,3,1677,?,40,40,40,40,40
1,20150622,213816,3,2186,?,40,40,40,40,40
1,20150622,213822,3,1988,?,40,40,40,40,40
1,20150622,213912,3,2695,?,40,40,40,40,40
1,20150622,214444,3,1362,?,40,40,40,40,40
1,20150622,214656,3,1590,?,40,40,40,40,40
1,20150622,214746,3,2644,?,40,40,40,40,40
1,20150622,215036,3,1682,?,40,40,40,40,40
1,20150622,215152,3,2217,?,40,40,40,40,40
1,20150622,215402,3,2216,?,40,40,40,40,40
1,20150622,215418,3,2368,?,40,40,40,40,40
1,20150622,215426,3,2870,?,40,40,40,40,40
1,20150622,215432,3,2726,?,40,40,40,40,40
1,20150622,215436,3,1442,?,40,40,40,40,40
1,20150622,215450,3,2265,?,40,40,40,40,40
1,20150622,215504,3,1872,?,40,40,40,40,40
1,20150622,215512,3,1379,?,40,40,40,40,40
1,20150622,215516,3,2110,?,40,40,40,40,40
1,20150622,215522,3,3086,?,40,40,40,40,40
1,20150622,215528,3,3148,?,40,40,40,40,40
1,20150622,215540,3,2873,?,40,40,40,40,40
1,20150622,215554,3,2337,?,40,40,40,40,40
1,20150622,215608,3,3080,?,40,40,40,40,40
1,20150622,215616,3,3142,?,40,40,40,40,40
1,20150622,215622,3,1812,?,40,40,40,40,40
1,20150622,215630,3,2973,?,40,40,40,40,40
1,20150622,215646,3,3040,?,40,40,40,40,40
1,20150622,215654,3,2646,?,40,40,40,40,40
1,20150622,215702,3,3198,?,40,40,40,40,40
1,20150622,215720,3,3187,?,40,40,40,40,40
1,20150622,215728,3,2792,?,40,40,40,40,40
1,20150622,215734,3,3135,?,40,40,40,40,40
1,20150622,215744,3,3190,?,40,40,40,40,40
1,20150622,215758,3,3195,?,40,40,40,40,40
1,20150622,215806,3,2343,?,40,40,40,40,40
1,20150622,215814,3,3065,?,40,40,40,40,40
1,20150622,215818,3,2505,?,40,40,40,40,40
1,20150622,215826,3,2640,?,40,40,40,40,40
1,20150622,215830,3,3081,?,40,40,40,40,40
1,20150622,215838,3,3151,?,40,40,40,40,40
1,20150622,215842,3,2724,?,40,40,40,40,40
1,20150622,215848,3,2957,?,40,40,40,40,40
1,20150622,215854,3,3092,?,40,40,40,40,40
1,20150622,215900,3,2400,?,40,40,40,40,40
1,20150622,215908,3,3170,?,40,40,40,40,40
1,20150622,215914,3,3191,?,40,40,40,40,40
1,20150622,215920,3,3215,?,40,40,40,40,40
1,20150622,215926,3,3194,?,40,40,40,40,40
1,20150622,215932,3,3046,?,40,40,40,40,40
1,20150622,215936,3,2453,?,40,40,40,40,40
1,20150622,215944,3,2453,?,40,40,40,40,40
1,20150622,215950,3,2453,?,40,40,40,40,40
1,20150622,215956,3,3090,?,40,40,40,40,40
1,20150622,220000,3,2849,?,40,40,40,40,40
1,20150622,220006,3,3188,?,40,40,40,40,40
1,20150622,220012,3,3218,?,40,40,40,40,40
1,20150622,220018,3,2434,?,40,40,40,40,40
1,20150622,220024,3,3193,?,40,40,40,40,40
1,20150622,220034,3,3165,?,40,40,40,40,40
1,20150622,220040,3,3212,?,40,40,40,40,40
1,20150622,220044,3,2966,?,40,40,40,40,40
1,20150622,220052,3,2943,?,40,40,40,40,40
1,20150622,220056,3,2926,?,40,40,40,40,40
1,20150622,220102,3,3209,?,40,40,40,40,40
1,20150622,220108,3,3042,?,40,40,40,40,40
1,20150622,220114,3,3189,?,40,40,40,40,40
1,20150622,220120,3,3199,?,40,40,40,40,40
1,20150622,220128,3,3203,?,40,40,40,40,40
1,20150622,220138,3,2958,?,40,40,40,40,40
1,20150622,220144,3,3169,?,40,40,40,40,40
1,20150622,220202,3,3213,?,40,40,40,40,40
1,20150622,220208,3,2764,?,40,40,40,40,40
1,20150622,220212,3,3216,?,40,40,40,40,40
1,20150622,220218,3,3173,?,40,40,40,40,40
1,20150622,220224,3,3192,?,40,40,40,40,40
1,20150622,220250,3,3217,?,40,40,40,40,40
1,20150622,220312,3,3166,?,40,40,40,40,40
1,20150622,220504,3,2507,?,40,40,40,40,40
1,20150623,053502,3,2271,?,40,40,40,40,40
1,20150623,053626,3,3133,?,40,40,40,40,40
1,20150623,053632,3,3179,?,40,40,40,40,40
1,20150623,053642,3,1337,?,40,40,40,40,40
1,20150623,053650,3,1337,?,40,40,40,40,40
1,20150623,053700,3,2385,?,40,40,40,40,40
1,20150623,053706,3,2655,?,40,40,40,40,40
1,20150623,053712,3,1152,?,40,40,40,40,40
1,20150623,053716,3,1152,?,40,40,40,40,40
1,20150623,053754,3,3178,?,40,40,40,40,40
1,20150623,053820,3,3055,?,40,40,40,40,40
1,20150623,053834,3,2479,?,40,40,40,40,40
1,20150623,053838,3,2677,?,40,40,40,40,40
1,20150623,053846,3,3020,?,40,40,40,40,40
1,20150623,053856,3,3109,?,40,40,40,40,40
1,20150623,053946,3,3220,?,40,40,40,40,40
1,20150623,054016,3,3147,?,40,40,40,40,40
1,20150623,054022,3,3175,?,40,40,40,40,40
1,20150623,054030,3,2965,?,40,40,40,40,40
1,20150623,054036,3,2676,?,40,40,40,40,40
1,20150623,054042,3,4000,?,40,40,40,40,40
1,20150623,054054,3,2294,?,40,40,40,40,40
1,20150623,054108,3,3068,?,40,40,40,40,40
1,20150623,054114,3,3204,?,40,40,40,40,40
1,20150623,054124,3,3176,?,40,40,40,40,40
1,20150623,054130,3,2996,?,40,40,40,40,40
1,20150623,054138,3,2978,?,40,40,40,40,40
1,20150623,054144,3,2621,?,40,40,40,40,40
1,20150623,054152,3,3185,?,40,40,40,40,40
1,20150623,054300,3,3110,?,40,40,40,40,40
1,20150623,054308,3,3186,?,40,40,40,40,40
1,20150623,054314,3,3152,?,40,40,40,40,40
1,20150623,054330,3,1620,?,40,40,40,40,40
1,20150623,054338,3,2280,?,40,40,40,40,40
1,20150623,054404,3,2255,?,40,40,40,40,40
1,20150623,054410,3,2225,?,40,40,40,40,40
1,20150623,054502,3,2448,?,40,40,40,40,40
1,20150623,054512,3,3184,?,40,40,40,40,40
1,20150623,054518,3,2993,?,40,40,40,40,40
1,20150623,054528,3,2736,?,40,40,40,40,40
1,20150623,054534,3,3038,?,40,40,40,40,40
1,20150623,054540,3,2784,?,40,40,40,40,40
1,20150623,054548,3,2349,?,40,40,40,40,40
1,20150623,054642,3,1774,?,40,40,40,40,40
1,20150623,054704,3,3197,?,40,40,40,40,40
1,20150623,054744,3,2338,?,40,40,40,40,40
1,20150623,054754,3,3048,?,40,40,40,40,40
1,20150623,054814,3,1041,?,40,40,40,40,40
1,20150623,054824,3,2794,?,40,40,40,40,40
1,20150623,054832,3,3207,?,40,40,40,40,40
1,20150623,054838,3,2463,?,40,40,40,40,40
1,20150623,054846,3,1090,?,40,40,40,40,40
1,20150623,054852,3,1090,?,40,40,40,40,40
1,20150623,054900,3,3123,?,40,40,40,40,40
1,20150623,054906,3,2459,?,40,40,40,40,40
1,20150623,054922,3,3103,?,40,40,40,40,40
1,20150623,054932,3,2723,?,40,40,40,40,40
1,20150623,055012,3,3104,?,40,40,40,40,40
1,20150623,055020,3,3119,?,40,40,40,40,40
1,20150623,055026,3,3174,?,40,40,40,40,40
1,20150623,055058,3,2690,?,40,40,40,40,40
1,20150623,055118,3,2644,?,40,40,40,40,40
1,20150623,055126,3,1824,?,40,40,40,40,40
1,20150623,055132,3,2162,?,40,40,40,40,40
1,20150623,055142,3,2652,?,40,40,40,40,40
1,20150623,055148,3,3182,?,40,40,40,40,40
1,20150623,055238,3,2510,?,40,40,40,40,40
1,20150623,055246,3,2691,?,40,40,40,40,40
1,20150623,055256,3,2217,?,40,40,40,40,40
1,20150623,055300,3,1455,?,40,40,40,40,40
1,20150623,055334,3,1912,?,40,40,40,40,40
1,20150623,055400,3,2815,?,40,40,40,40,40
1,20150623,055430,3,2619,?,40,40,40,40,40
1,20150623,055548,3,1362,?,40,40,40,40,40
1,20150623,055702,3,3201,?,40,40,40,40,40
1,20150623,055712,3,2812,?,40,40,40,40,40
1,20150623,055718,3,2502,?,40,40,40,40,40
1,20150623,055738,3,3108,?,40,40,40,40,40
